symbol,SL31505,SL31508,SL32268,SL6670,SL7380
RNU6-1258P,2,2,3,2,3
RNU6-125P,13,7,18,24,25
RNU6-1260P,0,0,0,0,0
RNU6-1261P,0,0,1,0,0
RNU6-1262P,3,4,3,7,7
RNU6-1263P,2,0,0,1,2
RNU6-1264P,0,0,0,0,0
RNU6-1265P,0,0,0,0,0
RNU6-1266P,0,0,1,0,1
RNU6-1267P,0,0,0,1,0
RNU6-1268P,0,0,0,0,0
RNU6-1269P,0,0,0,0,0
RNU6-126P,0,0,1,5,2
RNU6-1270P,0,0,0,0,0
RNU6-1271P,0,0,0,0,0
RNU6-1272P,2,2,1,0,3
RNU6-1273P,0,0,0,0,0
RNU6-1274P,0,0,0,0,0
RNU6-1275P,0,0,0,0,0
RNU6-1276P,0,0,0,0,0
RNU6-1277P,0,0,0,0,0
RNU6-1278P,0,0,1,0,0
RNU6-1279P,1,0,1,0,1
RNU6-127P,0,0,0,0,0
RNU6-1280P,1,4,2,5,4
RNU6-1281P,0,0,0,0,0
RNU6-1282P,0,0,0,0,0
RNU6-1283P,3,0,2,2,3
RNU6-1284P,0,0,0,2,1
RNU6-1285P,0,2,1,2,5
RNU6-1286P,0,0,0,0,0
RNU6-1287P,0,0,0,1,0
RNU6-1288P,0,0,0,1,2
RNU6-1289P,0,0,0,0,0
RNU6-128P,0,0,1,0,1
RNU6-1290P,0,0,1,1,0
RNU6-1291P,0,0,0,0,0
RNU6-1292P,0,0,0,1,0
RNU6-1293P,0,0,0,0,1
RNU6-1294P,1,0,0,2,5
RNU6-1296P,0,0,0,0,0
RNU6-1297P,3,1,2,1,2
RNU6-1298P,0,0,0,0,0
RNU6-1299P,0,0,0,1,0
RNU6-129P,0,0,0,0,0
RNU6-12P,0,0,0,1,1
RNU6-1300P,0,0,0,0,0
RNU6-1301P,1,0,3,3,1
RNU6-1303P,0,0,0,0,0
RNU6-1304P,0,0,0,0,0
RNU6-1305P,0,0,0,0,2
RNU6-1306P,0,1,2,5,3
RNU6-1307P,0,0,0,0,0
RNU6-1308P,0,0,0,0,0
RNU6-1309P,0,0,1,3,0
RNU6-130P,4,3,3,3,4
RNU6-1310P,0,0,0,0,0
RNU6-1311P,1,0,1,2,1
RNU6-1312P,0,0,0,0,0
RNU6-1313P,0,0,0,0,0
RNU6-1314P,0,0,0,0,0
RNU6-1315P,0,0,0,0,0
RNU6-1316P,2,0,0,1,2
RNU6-1317P,0,0,0,0,0
RNU6-1318P,1,1,1,0,0
RNU6-1319P,0,1,0,0,0
RNU6-131P,0,1,0,0,0
RNU6-1320P,0,0,1,0,1
RNU6-1321P,3,0,1,13,1
RNU6-1322P,0,1,1,1,0
RNU6-1323P,0,0,0,0,0
RNU6-1324P,0,0,1,2,1
RNU6-1325P,0,0,0,0,0
RNU6-1326P,0,0,0,0,0
RNU6-1327P,1,1,1,6,4
RNU6-1328P,0,0,0,0,0
RNU6-1329P,0,0,0,0,0
RNU6-132P,1,0,0,0,1
RNU6-1330P,0,0,0,0,0
RNU6-1331P,4,4,5,11,13
RNU6-1332P,0,0,0,0,0
RNU6-1333P,0,2,0,3,2
RNU6-1334P,0,0,0,0,0
RNU6-1335P,0,0,0,0,0
RNU6-1336P,0,0,0,0,0
RNU6-1337P,2,8,8,11,13
RNU6-1338P,0,0,0,0,0
RNU6-1339P,0,0,0,0,0
RNU6-133P,0,0,0,0,0
RNU6-1340P,7,1,5,4,3
RNU6-135P,1,1,3,4,4
RNU6-136P,0,0,1,0,2
RNU6-137P,2,1,1,2,1
RNU6-138P,0,0,0,0,0
RNU6-139P,0,0,0,0,0
RNU6-13P,1,0,0,0,0
RNU6-140P,0,0,0,0,0
RNU6-141P,0,0,0,1,1
RNU6-142P,10,2,4,20,8
RNU6-143P,0,0,0,2,3
RNU6-144P,0,0,0,0,0
RNU6-145P,0,0,0,0,0
RNU6-146P,0,0,0,0,0
RNU6-147P,0,2,2,4,2
RNU6-148P,0,0,0,1,1
RNU6-14P,1,0,0,0,0
RNU6-150P,0,0,0,1,0
RNU6-151P,0,2,2,1,2
RNU6-152P,0,0,0,1,0
RNU6-153P,0,0,0,0,0
RNU6-154P,0,0,0,0,0
RNU6-155P,0,1,0,1,1
RNU6-157P,10,2,7,12,6
RNU6-158P,1,0,0,0,2
RNU6-159P,0,1,1,2,4
RNU6-15P,1,0,0,0,1
RNU6-160P,0,1,0,0,0
RNU6-161P,0,0,0,0,0
RNU6-162P,0,0,0,0,0
RNU6-163P,0,0,0,0,0
RNU6-165P,0,0,0,0,0
RNU6-166P,0,0,0,4,1
RNU6-167P,0,0,0,0,0
RNU6-168P,0,0,0,0,0
RNU6-169P,0,0,0,0,0
RNU6-16P,1,0,2,3,1
RNU6-170P,0,0,0,0,0
RNU6-171P,2,2,2,5,2
RNU6-172P,1,0,2,0,0
RNU6-173P,1,1,0,1,0
RNU6-174P,0,0,0,0,0
RNU6-175P,0,0,0,0,0
RNU6-176P,0,1,0,0,0
RNU6-177P,0,0,0,2,0
RNU6-178P,13,18,8,24,23
RNU6-179P,0,0,0,5,1
RNU6-17P,0,0,0,1,0
RNU6-180P,3,0,2,3,3
RNU6-181P,2,3,0,2,7
RNU6-182P,2,1,0,1,4
RNU6-183P,0,0,0,0,0
RNU6-184P,0,0,0,0,0
RNU6-185P,0,0,0,0,0
RNU6-187P,0,1,0,1,0
RNU6-188P,3,2,0,5,2
RNU6-189P,0,0,0,0,0
RNU6-18P,0,0,0,0,0
RNU6-190P,0,1,1,1,1
RNU6-191P,0,0,0,0,0
RNU6-193P,0,0,0,0,0
RNU6-194P,0,2,0,17,14
RNU6-195P,3,3,6,3,5
RNU6-196P,2,1,2,6,1
RNU6-197P,1,0,1,3,1
RNU6-198P,0,2,1,1,0
RNU6-199P,3,4,5,2,4
RNU6-19P,1,1,0,2,3
RNU6-2,0,0,0,1,2
RNU6-200P,0,0,0,0,0
RNU6-201P,0,0,0,0,0
RNU6-202P,0,0,0,0,1
RNU6-203P,0,0,0,0,0
RNU6-204P,3,0,1,3,2
RNU6-205P,0,0,0,0,0
RNU6-206P,0,0,0,0,0
RNU6-207P,0,0,0,0,0
RNU6-208P,1,1,3,2,0
RNU6-209P,0,0,0,0,0
RNU6-20P,0,0,0,0,0
RNU6-210P,0,0,0,0,0
RNU6-211P,0,0,0,0,0
RNU6-212P,3,1,0,2,2
RNU6-213P,0,2,2,1,2
RNU6-214P,0,0,0,0,0
RNU6-215P,0,0,0,0,0
RNU6-216P,0,0,0,0,0
RNU6-217P,0,0,0,0,0
RNU6-218P,0,0,1,2,0
RNU6-219P,0,0,0,0,0
RNU6-21P,0,0,0,2,0
RNU6-220P,0,0,1,0,0
RNU6-221P,0,0,0,0,0
RNU6-222P,0,0,0,0,0
RNU6-223P,0,0,1,1,0
RNU6-224P,0,0,0,0,0
RNU6-225P,0,0,0,0,0
RNU6-226P,4,8,19,70,41
RNU6-227P,0,2,0,0,0
RNU6-228P,1,1,1,1,1
RNU6-229P,0,0,0,0,0
RNU6-22P,1,0,0,3,0
RNU6-230P,0,0,0,0,0
RNU6-231P,0,0,0,0,0
RNU6-232P,0,0,0,0,0
RNU6-233P,0,0,0,1,0
RNU6-235P,1,0,0,0,1
RNU6-236P,0,0,2,0,1
RNU6-237P,4,0,0,5,4
RNU6-238P,5,3,21,8,7
RNU6-239P,0,0,0,0,0
RNU6-23P,0,0,0,0,0
RNU6-240P,0,0,0,1,0
RNU6-241P,0,0,0,0,0
RNU6-242P,1,0,4,2,4
RNU6-243P,0,0,0,0,0
RNU6-244P,0,0,0,0,0
RNU6-245P,0,1,0,0,0
RNU6-246P,0,0,0,0,0
RNU6-247P,0,2,0,0,0
RNU6-248P,0,0,0,0,0
RNU6-249P,0,2,1,0,0
RNU6-24P,0,0,0,0,0
RNU6-250P,0,0,0,0,0
RNU6-251P,0,0,0,0,0
RNU6-252P,0,0,0,0,0
RNU6-253P,0,0,0,0,0
RNU6-254P,2,0,1,6,3
RNU6-255P,0,0,0,0,0
RNU6-256P,0,0,0,0,0
RNU6-257P,0,0,0,0,0
RNU6-258P,0,0,0,1,0
RNU6-259P,0,0,1,0,0
RNU6-25P,0,0,0,1,0
RNU6-260P,0,0,0,0,0
RNU6-261P,0,0,0,1,0
RNU6-262P,1,2,0,1,0
RNU6-263P,1,0,0,0,0
RNU6-264P,0,0,1,0,0
RNU6-266P,0,0,0,0,0
RNU6-267P,0,0,0,0,0
RNU6-268P,1,0,0,3,0
RNU6-269P,0,0,0,0,2
RNU6-26P,2,1,5,7,9
RNU6-270P,0,0,0,0,0
RNU6-271P,0,0,0,0,0
RNU6-272P,0,1,0,2,1
RNU6-273P,0,0,0,1,0
RNU6-274P,0,0,0,0,0
RNU6-275P,0,0,0,0,0
RNU6-276P,0,0,0,0,0
RNU6-277P,0,0,0,1,2
RNU6-278P,0,0,0,1,1
RNU6-279P,1,0,0,0,0
RNU6-27P,0,0,0,0,0
RNU6-280P,0,0,0,0,0
RNU6-281P,0,0,0,0,0
RNU6-282P,3,2,7,14,4
RNU6-283P,0,0,0,0,0
RNU6-284P,0,0,0,0,0
RNU6-285P,0,0,0,0,0
RNU6-286P,0,0,0,0,0
RNU6-287P,0,0,0,0,0
RNU6-288P,5,0,0,3,7
RNU6-289P,0,0,0,0,0
RNU6-28P,2,0,0,4,3
RNU6-291P,0,1,0,4,1
RNU6-293P,1,4,6,9,4
RNU6-294P,0,1,1,0,1
RNU6-295P,0,0,0,0,0
RNU6-296P,0,0,0,0,0
RNU6-297P,0,0,0,0,0
RNU6-298P,4,1,0,2,0
RNU6-299P,0,0,0,1,1
RNU6-29P,2,0,3,2,1
RNU6-300P,0,1,2,1,0
RNU6-301P,1,1,2,1,0
RNU6-302P,3,3,2,1,2
RNU6-303P,0,0,0,0,0
RNU6-304P,0,1,2,1,0
RNU6-306P,0,0,0,2,0
RNU6-307P,0,1,1,1,1
RNU6-308P,0,0,0,1,0
RNU6-309P,0,0,0,0,0
RNU6-30P,5,5,4,23,20
RNU6-310P,1,0,0,3,0
RNU6-311P,0,0,0,0,1
RNU6-312P,2,2,0,6,1
RNU6-313P,5,3,7,11,8
RNU6-314P,3,0,0,2,1
RNU6-315P,2,2,3,4,4
RNU6-316P,1,0,0,5,3
RNU6-317P,0,0,0,0,0
RNU6-318P,0,0,1,0,0
RNU6-319P,0,0,1,2,1
RNU6-31P,0,0,0,1,0
RNU6-320P,0,0,0,0,0
RNU6-321P,1,2,2,7,4
RNU6-322P,3,6,7,9,13
RNU6-323P,4,0,1,1,1
RNU6-324P,0,0,0,0,0
RNU6-325P,0,0,0,2,1
RNU6-326P,0,0,0,0,0
RNU6-327P,3,2,3,10,5
RNU6-328P,1,0,0,1,3
RNU6-329P,0,0,0,0,0
RNU6-32P,4,0,0,5,1
RNU6-330P,0,0,0,0,0
RNU6-331P,1,0,1,0,0
RNU6-332P,0,0,0,0,0
RNU6-333P,0,0,0,0,0
RNU6-334P,0,0,0,0,0
RNU6-335P,1,0,2,0,2
RNU6-336P,0,0,0,0,0
RNU6-337P,0,0,0,0,1
RNU6-338P,0,0,0,0,0
RNU6-339P,0,0,0,0,0
RNU6-33P,0,0,0,2,0
RNU6-340P,0,0,0,0,0
RNU6-341P,0,5,2,4,3
RNU6-342P,2,3,7,8,5
RNU6-343P,3,1,1,0,1
RNU6-344P,0,0,2,0,0
RNU6-345P,0,1,1,0,0
RNU6-346P,2,0,4,3,5
RNU6-347P,0,0,1,0,0
RNU6-348P,0,0,0,0,0
RNU6-349P,0,0,0,0,0
RNU6-34P,0,0,0,0,0
RNU6-351P,0,0,0,0,0
RNU6-352P,0,0,0,1,0
RNU6-353P,9,8,9,18,7
RNU6-354P,5,0,4,9,10
RNU6-355P,0,0,0,0,0
RNU6-356P,0,0,0,0,0
RNU6-358P,1,0,1,4,4
RNU6-359P,1,0,0,0,0
RNU6-35P,0,0,1,1,1
RNU6-360P,0,0,2,0,0
RNU6-361P,3,1,3,11,7
RNU6-362P,0,0,0,0,0
RNU6-363P,0,0,0,0,0
RNU6-364P,0,0,0,0,0
RNU6-365P,4,4,1,26,13
RNU6-366P,0,0,0,0,0
RNU6-367P,0,1,2,4,1
RNU6-369P,0,0,1,0,0
RNU6-36P,1,0,0,0,0
RNU6-370P,0,0,0,3,0
RNU6-371P,0,0,0,0,0
RNU6-374P,0,0,0,0,0
RNU6-375P,2,2,2,2,0
RNU6-376P,0,0,0,0,0
RNU6-377P,4,5,5,3,6
RNU6-378P,0,0,0,1,2
RNU6-379P,0,2,3,5,1
RNU6-37P,33,12,60,53,26
RNU6-380P,0,0,0,0,0
RNU6-381P,0,0,0,0,0
RNU6-382P,0,0,0,0,0
RNU6-384P,0,0,1,0,1
RNU6-386P,0,0,0,1,0
RNU6-387P,6,5,2,8,6
RNU6-388P,2,0,0,1,0
RNU6-389P,0,0,0,0,0
RNU6-38P,0,0,0,0,0
RNU6-390P,0,0,0,1,0
RNU6-391P,0,0,0,0,0
RNU6-392P,0,0,0,0,0
RNU6-393P,0,0,0,0,0
RNU6-394P,0,0,0,0,0
RNU6-395P,0,0,0,0,0
RNU6-396P,1,0,0,0,1
RNU6-397P,0,0,0,0,1
RNU6-398P,0,0,0,0,0
RNU6-399P,0,1,0,0,2
RNU6-39P,0,0,0,0,1
RNU6-3P,0,0,0,0,0
RNU6-400P,0,0,0,0,0
RNU6-401P,0,0,1,2,0
RNU6-402P,0,1,0,1,0
RNU6-403P,0,0,0,0,0
RNU6-405P,0,0,1,0,0
RNU6-406P,0,0,0,0,0
RNU6-407P,7,4,13,18,6
RNU6-408P,0,0,0,0,0
RNU6-409P,0,0,1,3,5
RNU6-40P,0,0,0,0,0
RNU6-410P,0,0,0,0,0
RNU6-411P,1,0,2,1,4
RNU6-412P,0,0,0,0,0
RNU6-413P,0,0,0,0,2
RNU6-414P,0,0,0,0,0
RNU6-415P,10,10,7,17,16
RNU6-416P,0,0,0,0,0
RNU6-417P,0,0,0,0,0
RNU6-418P,5,3,5,6,6
RNU6-41P,0,0,0,0,0
RNU6-420P,0,0,1,1,0
RNU6-421P,0,0,0,0,0
RNU6-422P,1,2,1,2,5
RNU6-424P,0,0,0,1,0
RNU6-425P,1,0,1,0,0
RNU6-426P,0,0,1,0,0
RNU6-428P,0,0,0,0,0
RNU6-429P,4,3,2,2,4
RNU6-42P,0,0,1,0,1
RNU6-430P,0,1,1,3,2
RNU6-431P,2,1,0,6,3
RNU6-432P,0,1,0,2,0
RNU6-433P,2,1,3,1,2
RNU6-434P,0,0,0,0,0
RNU6-435P,2,0,2,1,3
RNU6-436P,4,9,1,15,16
RNU6-437P,4,2,0,1,3
RNU6-438P,0,0,0,0,0
RNU6-439P,0,0,0,0,0
RNU6-43P,0,1,0,7,0
RNU6-440P,0,0,0,0,0
RNU6-441P,0,0,0,0,0
RNU6-442P,0,0,0,0,0
RNU6-444P,3,1,1,3,3
RNU6-445P,1,0,0,0,0
RNU6-446P,0,4,0,3,1
RNU6-447P,0,0,0,0,0
RNU6-448P,0,0,0,0,0
RNU6-449P,0,0,0,0,0
RNU6-44P,0,0,0,0,1
RNU6-450P,0,0,0,0,1
RNU6-451P,0,0,0,0,0
RNU6-452P,0,0,0,0,0
RNU6-453P,0,0,1,0,0
RNU6-454P,0,0,0,0,0
RNU6-455P,0,0,0,0,1
RNU6-456P,0,0,0,0,0
RNU6-457P,14,7,10,28,14
RNU6-458P,0,0,0,0,0
RNU6-45P,3,2,2,5,5
RNU6-460P,5,1,1,15,11
RNU6-461P,0,0,0,0,0
RNU6-462P,0,0,0,0,0
RNU6-463P,0,0,0,0,0
RNU6-464P,0,0,0,0,0
RNU6-465P,0,0,0,0,0
RNU6-466P,0,0,1,2,0
RNU6-468P,0,0,0,0,0
RNU6-469P,1,0,1,7,3
RNU6-46P,0,2,1,0,2
RNU6-470P,0,0,0,0,0
RNU6-471P,0,0,0,0,0
RNU6-472P,0,0,0,0,0
RNU6-473P,0,0,0,0,0
RNU6-474P,0,0,0,0,0
RNU6-475P,0,0,0,0,0
RNU6-476P,0,0,1,1,1
RNU6-477P,0,0,0,0,0
RNU6-478P,0,0,0,0,0
RNU6-479P,2,0,0,3,2
RNU6-47P,0,0,0,0,0
RNU6-480P,0,0,2,0,0
RNU6-481P,1,2,5,5,12
RNU6-482P,6,4,11,7,6
RNU6-483P,6,3,5,4,6
RNU6-484P,3,1,2,5,3
RNU6-485P,1,1,1,2,1
RNU6-486P,0,0,0,1,1
RNU6-487P,0,0,0,2,0
RNU6-488P,0,0,0,0,0
RNU6-48P,2,2,3,3,11
RNU6-490P,3,4,0,5,2
RNU6-491P,0,0,0,0,0
RNU6-492P,0,0,0,0,0
RNU6-493P,0,0,0,1,0
RNU6-494P,0,0,0,0,0
RNU6-495P,8,4,7,10,14
RNU6-497P,0,0,0,1,1
RNU6-498P,0,0,0,0,0
RNU6-499P,0,0,0,0,0
RNU6-49P,0,0,0,0,0
RNU6-4P,1,0,0,0,0
RNU6-500P,0,0,0,0,0
RNU6-501P,5,2,9,7,9
RNU6-502P,0,0,0,0,1
RNU6-503P,0,0,0,0,1
RNU6-504P,0,0,1,2,2
RNU6-505P,0,0,4,1,2
RNU6-506P,0,0,0,0,0
RNU6-507P,0,0,0,0,0
RNU6-508P,0,0,0,0,0
RNU6-509P,0,0,0,1,0
RNU6-511P,0,1,0,2,1
RNU6-513P,0,0,0,0,0
RNU6-514P,1,4,0,2,5
RNU6-517P,0,2,0,0,0
RNU6-518P,1,0,1,1,0
RNU6-519P,0,0,0,3,0
RNU6-520P,0,0,2,3,3
RNU6-521P,0,0,0,0,0
RNU6-522P,1,0,1,0,1
RNU6-523P,1,1,2,1,0
RNU6-524P,0,0,0,0,0
RNU6-525P,0,0,0,0,0
RNU6-526P,0,0,0,0,0
RNU6-527P,0,2,0,0,0
RNU6-528P,0,1,0,0,0
RNU6-529P,72,104,188,243,353
RNU6-530P,1,1,1,3,1
RNU6-531P,5,7,3,4,12
RNU6-532P,0,0,0,0,0
RNU6-533P,0,0,0,0,0
RNU6-534P,1,0,1,0,2
RNU6-535P,1,0,0,0,1
RNU6-536P,3,1,6,11,5
RNU6-539P,7,1,3,3,6
RNU6-53P,0,1,0,0,0
RNU6-540P,1,2,1,3,1
RNU6-541P,0,0,0,1,0
RNU6-542P,0,1,2,0,2
RNU6-543P,0,0,0,0,0
RNU6-544P,0,0,0,0,0
RNU6-545P,0,0,0,0,0
RNU6-546P,0,0,0,0,0
RNU6-547P,1,1,0,5,2
RNU6-548P,2,2,3,5,9
RNU6-549P,2,4,5,3,4
RNU6-550P,0,0,0,0,0
RNU6-551P,0,0,0,0,0
RNU6-552P,0,0,1,0,0
RNU6-553P,0,0,0,4,0
RNU6-554P,2,0,3,6,2
RNU6-555P,0,0,0,0,0
RNU6-556P,0,0,0,0,0
RNU6-557P,0,0,0,0,0
RNU6-558P,3,3,2,5,4
RNU6-559P,0,0,0,0,0
RNU6-55P,0,0,0,0,0
RNU6-560P,0,0,0,0,0
RNU6-561P,0,0,6,2,1
RNU6-562P,1,1,1,0,0
RNU6-563P,0,0,1,0,0
RNU6-564P,2,2,4,3,9
RNU6-565P,0,0,0,0,0
RNU6-566P,0,0,0,0,0
RNU6-567P,0,0,0,0,0
RNU6-56P,0,0,0,0,0
RNU6-570P,0,0,0,0,0
RNU6-571P,2,1,0,1,1
RNU6-572P,0,0,0,0,0
RNU6-573P,0,0,0,0,0
RNU6-574P,1,4,4,7,10
RNU6-575P,0,1,0,1,0
RNU6-576P,0,0,0,0,0
RNU6-577P,3,2,2,10,2
RNU6-578P,0,2,0,0,0
RNU6-579P,0,1,0,1,1
RNU6-57P,0,0,2,1,0
RNU6-580P,1,0,0,0,2
RNU6-581P,0,0,0,4,0
RNU6-582P,0,0,0,0,0
RNU6-583P,0,0,1,0,0
RNU6-584P,1,2,3,2,8
RNU6-586P,0,0,0,0,0
RNU6-587P,0,0,0,0,0
RNU6-588P,0,1,0,3,1
RNU6-589P,0,0,0,1,0
RNU6-590P,0,0,0,0,0
RNU6-591P,0,0,1,0,0
RNU6-592P,0,0,0,0,0
RNU6-593P,1,3,2,6,4
RNU6-596P,0,0,0,0,0
RNU6-597P,0,1,2,0,2
RNU6-598P,0,0,0,1,0
RNU6-599P,0,0,0,0,0
RNU6-59P,2,0,1,4,1
RNU6-5P,2,0,0,0,1
RNU6-600P,1,0,0,3,3
RNU6-601P,0,0,0,0,0
RNU6-602P,0,0,0,0,0
RNU6-603P,0,0,3,11,11
RNU6-604P,0,0,0,0,0
RNU6-605P,1,0,2,6,3
RNU6-606P,0,3,1,6,1
RNU6-607P,0,0,0,0,0
RNU6-608P,6,2,1,5,3
RNU6-609P,0,1,0,0,0
RNU6-60P,0,0,0,6,3
RNU6-610P,15,16,35,63,34
RNU6-611P,15,8,19,39,19
RNU6-612P,0,0,0,0,0
RNU6-613P,0,0,0,0,1
RNU6-614P,0,0,0,0,0
RNU6-615P,1,0,0,2,1
RNU6-616P,0,1,0,1,0
RNU6-617P,0,0,0,0,0
RNU6-618P,1,0,1,6,2
RNU6-619P,0,0,0,1,0
RNU6-61P,0,0,0,0,0
RNU6-620P,0,0,0,1,0
RNU6-621P,3,1,2,5,5
RNU6-622P,0,0,0,0,0
RNU6-623P,1,0,3,0,0
RNU6-624P,0,0,0,0,0
RNU6-625P,3,1,6,5,0
RNU6-626P,0,1,1,0,0
RNU6-627P,0,0,0,0,0
RNU6-628P,0,1,0,0,0
RNU6-629P,0,0,0,0,0
RNU6-62P,0,0,0,0,0
RNU6-630P,0,0,0,0,0
RNU6-631P,0,0,0,0,0
RNU6-632P,0,0,0,1,0
RNU6-633P,1,0,0,0,2
RNU6-634P,0,0,0,0,0
RNU6-635P,0,0,0,1,0
RNU6-636P,0,0,0,0,0
RNU6-637P,0,0,0,0,0
RNU6-638P,1,3,2,3,5
RNU6-639P,0,0,0,0,0
RNU6-63P,0,0,0,0,0
RNU6-640P,0,0,2,1,1
RNU6-641P,0,0,0,0,0
RNU6-642P,2,0,1,1,0
RNU6-643P,0,0,0,0,0
RNU6-644P,0,1,2,1,1
RNU6-645P,0,2,3,4,0
RNU6-646P,1,1,1,1,1
RNU6-647P,0,0,0,2,1
RNU6-648P,0,0,0,0,0
RNU6-649P,0,0,0,0,0
RNU6-64P,0,0,0,1,0
RNU6-650P,0,0,3,0,0
RNU6-651P,0,0,0,0,0
RNU6-652P,5,0,1,18,9
RNU6-653P,0,0,1,1,5
RNU6-654P,0,0,0,0,0
RNU6-655P,0,0,0,0,0
RNU6-656P,1,0,0,0,0
RNU6-657P,0,0,0,0,0
RNU6-658P,2,3,7,4,11
RNU6-659P,1,1,0,0,0
RNU6-65P,0,0,0,0,0
RNU6-660P,0,0,0,0,0
RNU6-661P,0,0,0,1,2
RNU6-662P,0,0,2,2,3
RNU6-663P,0,0,0,0,0
RNU6-664P,0,0,0,0,0
RNU6-665P,0,2,1,2,3
RNU6-666P,1,0,0,0,0
RNU6-667P,5,3,4,8,10
RNU6-668P,0,0,0,0,0
RNU6-669P,0,0,0,0,0
RNU6-66P,0,0,0,0,0
RNU6-670P,0,0,0,0,0
RNU6-672P,2,0,3,8,3
RNU6-673P,0,0,0,0,0
RNU6-674P,1,0,0,0,0
RNU6-675P,0,0,0,0,0
RNU6-677P,0,0,0,0,0
RNU6-678P,4,0,7,11,12
RNU6-679P,0,0,0,0,0
RNU6-67P,0,0,0,0,0
RNU6-680P,0,0,0,0,0
RNU6-681P,0,0,0,2,1
RNU6-682P,0,0,0,0,0
RNU6-684P,0,0,0,0,0
RNU6-685P,0,0,0,0,0
RNU6-686P,1,0,0,2,3
RNU6-687P,0,0,0,1,2
RNU6-689P,5,2,2,5,3
RNU6-68P,0,0,0,0,0
RNU6-690P,0,0,0,0,0
RNU6-692P,0,0,0,0,0
RNU6-693P,0,0,0,0,0
RNU6-694P,1,1,0,2,1
RNU6-695P,0,0,0,0,0
RNU6-696P,1,2,1,5,2
RNU6-697P,1,1,4,2,3
RNU6-698P,0,0,0,0,0
RNU6-699P,0,0,0,0,0
RNU6-6P,0,0,0,0,1
RNU6-7,1,0,0,0,1
RNU6-700P,0,1,0,0,0
RNU6-701P,3,3,3,7,4
RNU6-702P,0,0,0,0,0
RNU6-703P,3,2,2,10,8
RNU6-704P,0,0,0,0,0
RNU6-705P,0,1,0,4,0
RNU6-706P,0,0,0,0,0
RNU6-707P,0,0,0,0,0
RNU6-708P,0,0,1,0,0
RNU6-709P,0,0,0,0,1
RNU6-70P,0,1,0,0,0
RNU6-710P,0,0,0,0,0
RNU6-711P,5,1,10,12,14
RNU6-712P,0,0,0,0,0
RNU6-713P,0,0,0,0,1
RNU6-714P,0,0,1,3,2
RNU6-715P,1,0,0,0,0
RNU6-716P,0,0,0,0,0
RNU6-717P,0,0,0,0,0
RNU6-718P,0,0,0,0,0
RNU6-719P,0,0,0,0,0
RNU6-71P,0,1,0,1,0
RNU6-720P,1,1,3,1,5
RNU6-721P,0,0,0,0,0
RNU6-722P,2,1,4,5,11
RNU6-723P,0,1,0,0,0
RNU6-724P,0,0,0,0,0
RNU6-725P,0,0,0,0,0
RNU6-726P,0,0,2,1,0
RNU6-727P,0,0,0,0,0
RNU6-728P,0,0,0,0,0
RNU6-729P,1,5,8,7,9
RNU6-730P,0,0,0,0,0
RNU6-731P,1,1,2,2,2
RNU6-732P,0,0,2,4,3
RNU6-733P,1,0,1,2,3
RNU6-735P,0,0,0,2,0
RNU6-737P,0,0,0,0,0
RNU6-738P,0,0,0,0,0
RNU6-739P,0,0,0,0,0
RNU6-73P,0,0,0,0,0
RNU6-740P,0,0,0,0,0
RNU6-741P,0,0,0,0,0
RNU6-742P,0,0,2,1,2
RNU6-743P,0,0,0,0,0
RNU6-744P,0,0,0,0,0
RNU6-745P,0,0,0,0,0
RNU6-746P,0,0,0,0,0
RNU6-747P,0,0,0,0,0
RNU6-748P,1,1,2,1,0
RNU6-749P,0,0,0,0,0
RNU6-74P,0,0,0,0,0
RNU6-750P,0,0,1,4,1
RNU6-751P,0,0,0,0,0
RNU6-752P,0,0,0,0,0
RNU6-753P,0,0,1,0,0
RNU6-754P,0,0,0,0,0
RNU6-755P,0,0,0,0,0
RNU6-756P,0,0,0,0,0
RNU6-757P,1,1,1,3,3
RNU6-758P,6,3,2,3,3
RNU6-759P,1,4,3,5,8
RNU6-75P,0,0,0,0,0
RNU6-760P,3,4,3,14,7
RNU6-761P,0,1,3,0,1
RNU6-762P,0,1,1,2,4
RNU6-763P,0,0,0,0,1
RNU6-764P,0,0,0,1,0
RNU6-765P,0,0,0,0,0
RNU6-766P,0,0,0,0,0
RNU6-767P,3,0,1,6,4
RNU6-768P,0,0,0,0,0
RNU6-769P,0,0,2,4,1
RNU6-76P,0,0,0,0,0
RNU6-770P,0,1,1,0,1
RNU6-771P,0,0,0,0,0
RNU6-772P,0,0,0,0,0
RNU6-774P,0,0,0,0,0
RNU6-775P,0,0,0,0,0
RNU6-776P,0,0,0,0,0
RNU6-777P,0,0,0,0,1
RNU6-778P,0,0,0,0,0
RNU6-77P,0,0,0,0,0
RNU6-780P,0,1,3,6,2
RNU6-781P,0,1,4,9,7
RNU6-782P,0,0,0,0,0
RNU6-783P,0,0,0,0,0
RNU6-784P,0,0,1,0,1
RNU6-785P,0,0,0,0,0
RNU6-786P,2,5,2,11,2
RNU6-787P,0,2,0,0,0
RNU6-788P,0,0,1,0,0
RNU6-789P,2,1,3,1,2
RNU6-78P,0,0,0,0,0
RNU6-790P,5,5,4,18,13
RNU6-791P,0,0,0,0,0
RNU6-792P,1,0,0,0,0
RNU6-793P,0,0,0,0,0
RNU6-794P,0,0,0,0,0
RNU6-795P,0,3,3,6,7
RNU6-796P,0,0,0,0,0
